"retailer","store_id","location_name","status","is_test_location","address","city","county","state","state_code","postal_code","country","country_code","latitude","longitude","phone","store_format","total_building_area","merchandise_level","time_zone","google_maps_url","drive_up_latitude","drive_up_longitude","drive_up_radius","capabilities","capability_names","store_url","source","retrieved_at_utc"
"Target","1830","Queensbury","Open","False","578 Aviation Rd","Queensbury","Warren","New York","NY","12804-1803","United States of America","US","43.327893","-73.678541","518-792-6016","Pfresh","126258","1","America/New_York","https://maps.google.com/maps?cid=10117542810285902415","43.328075","-73.67807","63","Beer | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Future Col | Hollister | LoveShackFancy | Mobile | ParkeXTarget | Rosie Assoulin | Shipt Delivery | Snack Bar Pizza | Starbucks | Store Pickup | Ulta | WIC","Accepts WIC | AT&T Cell Phone Activations | Beer Available | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Future Collective | Love Shack Fancy X Target | Parke x Target | Rosie Assoulin x Target | Shipt Delivery | Snack Bar - Pizza | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Ulta Beauty at Target","https://www.target.com/sl/queensbury/1830","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:16:11Z"
"Target","1831","Champlin","Open","False","11990 Business Park Blvd N","Champlin","Hennepin","Minnesota","MN","55316-2005","United States of America","US","45.172343","-93.388483","763-354-1006","SuperTarget","174683","1","America/Chicago","https://maps.google.com/maps?cid=3621975642344745035","45.172626","-93.388844","74","Bakery | Champion | CVS pharmacy | Deli | Drive Up | Expand Grocery | Hollister | LoveShackFancy | Mobile | Opt | Roblox Exp | Shipt Delivery | Starbucks | Store Pickup | Ulta | WIC | Wine Beer Spir","Accepts WIC | AT&T Cell Phone Activations | Bakery | Champion | CVS pharmacy | Deli | Drive Up | Expanded Grocery | Love Shack Fancy X Target | Roblox Experience | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Optical | The Hollister Collection at Target | Ulta Beauty at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/champlin/1831","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:16:12Z"
"Target","1832","Blaine","Open","False","1500 109th Ave NE","Blaine","Anoka","Minnesota","MN","55449-4670","United States of America","US","45.165672","-93.232421","763-354-1000","SuperTarget","176291","1","America/Chicago","https://maps.google.com/maps?cid=36126944948749125","45.1656444","-93.2327333","105","Bakery | Champion | CVS pharmacy | Deli | Drive Up | Expand Grocery | Future Col | Hollister | Kendra Scott | LoveShackFancy | MinuteClinic | Mobile | Opt | ParkeXTarget | Roblox Exp | Rosie Assoulin | Shipt Delivery | Starbucks | Store Pickup | WIC | Wine Beer Spir","Accepts WIC | AT&T Cell Phone Activations | Bakery | Champion | CVS pharmacy | Deli | Drive Up | Expanded Grocery | Future Collective | Kendra Scott x Target | Love Shack Fancy X Target | MinuteClinic | Parke x Target | Roblox Experience | Rosie Assoulin x Target | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Optical | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/blaine/1832","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:16:14Z"
"Target","1833","Savage","Open","False","14333 Hwy 13","Savage","Scott","Minnesota","MN","55378-2153","United States of America","US","44.743707","-93.377421","952-226-1444","SuperTarget","176246","1","America/Chicago","https://maps.google.com/maps?cid=13458179976630762070","44.743996","-93.377861","74","Bakery | Beer | Champion | CVS pharmacy | Deli | Drive Up | Expand Grocery | Hollister | Kendra Scott | LoveShackFancy | Mobile | Opt | Roblox Exp | Shipt Delivery | Starbucks | Store Pickup | Ulta | WIC","Accepts WIC | AT&T Cell Phone Activations | Bakery | Beer Available | Champion | CVS pharmacy | Deli | Drive Up | Expanded Grocery | Kendra Scott x Target | Love Shack Fancy X Target | Roblox Experience | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Optical | The Hollister Collection at Target | Ulta Beauty at Target","https://www.target.com/sl/savage/1833","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:16:15Z"
"Target","1834","Upland","Open","False","1931 Campus Ave","Upland","San Bernardino","California","CA","91784-1667","United States of America","US","34.133189","-117.641221","909-985-0348","Pfresh","127423","1","America/Los_Angeles","https://maps.google.com/maps?cid=11899732375145745337","34.1332389","-117.6407444","70","Cafe-Pizza | Champion | Clothing Tback | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | KBB by Kahlana | Kendra Scott | LoveShackFancy | Mobile | Opt | Roblox Exp | Shipt Delivery | Starbucks | Store Pickup | WIC | Wine Beer Spir","Accepts WIC | AT&T Cell Phone Activations | Caf̩-Pizza | Champion | CVS pharmacy | Drive Up | Fresh Grocery | KBB by Kahlana | Kendra Scott x Target | Love Shack Fancy X Target | Roblox Experience | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Optical | Target Textile Drop Spot | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/upland/1834","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:16:17Z"
"Target","1835","Millbury","Open","False","70 Worcester Providence Tpke #100","Millbury","Worcester","Massachusetts","MA","01527-2652","United States of America","US","42.194395","-71.774687","508-865-3116","Pfresh","125012","1","America/New_York","https://maps.google.com/maps?cid=3991142772726840849","42.1940389","-71.7744222","63","Champion | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | LoveShackFancy | Mobile | Shipt Delivery | Snack Bar Pizza | Store Pickup | WIC","Accepts WIC | AT&T Cell Phone Activations | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Love Shack Fancy X Target | Shipt Delivery | Snack Bar - Pizza | Store Pickup | The Hollister Collection at Target","https://www.target.com/sl/millbury/1835","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:16:18Z"
"Target","1836","Cedar Hill","Open","False","739 N Highway 67","Cedar Hill","Dallas","Texas","TX","75104-2142","United States of America","US","32.603229","-96.936694","972-291-6149","SuperTarget","174099","1","America/Chicago","https://maps.google.com/maps?cid=10999472338971976900","32.603136","-96.936465","63","Apple | Bakery | Champion | Converse | CVS pharmacy | Deli | Drive Up | Expand Grocery | Future Col | Hollister | KBB by Kahlana | LoveShackFancy | Mobile | Opt | Shipt Delivery | Snack Bar Pizza | Starbucks | Store Pickup | Ulta | WIC | Wine Beer","Accepts WIC | Apple Experience | AT&T Cell Phone Activations | Bakery | Champion | Converse | CVS pharmacy | Deli | Drive Up | Expanded Grocery | Future Collective | KBB by Kahlana | Love Shack Fancy X Target | Shipt Delivery | Snack Bar - Pizza | Starbucks Cafe | Store Pickup | Target Optical | The Hollister Collection at Target | Ulta Beauty at Target | Wine & Beer Available","https://www.target.com/sl/cedar-hill/1836","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:16:20Z"
"Target","1837","Baybrook","Open","False","1801 W Bay Area Blvd","Webster","Harris","Texas","TX","77598-3403","United States of America","US","29.53649","-95.151593","281-819-4116","Pfresh","174446","1","America/Chicago","https://maps.google.com/maps?cid=11130154673306662091","29.536735","-95.151596","63","Bev Bar | Champion | CVS pharmacy | Disney | Drive Up | Fresh Grocery | Future Col | Hollister | KBB by Kahlana | LoveShackFancy | Mobile | Opt | ParkeXTarget | Roblox Exp | Rosie Assoulin | Shipt Delivery | Starbucks | Store Pickup | WIC | Wine Beer","Accepts WIC | AT&T Cell Phone Activations | Beverage Bar | Champion | CVS pharmacy | Disney store at Target | Drive Up | Fresh Grocery | Future Collective | KBB by Kahlana | Love Shack Fancy X Target | Parke x Target | Roblox Experience | Rosie Assoulin x Target | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Optical | The Hollister Collection at Target | Wine & Beer Available","https://www.target.com/sl/baybrook/1837","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:16:22Z"
"Target","1838","Chandler Fashion Center","Open","False","3425 W Frye Rd","Chandler","Maricopa","Arizona","AZ","85226-5008","United States of America","US","33.296076","-111.899963","480-281-0007","Pfresh","143159","1","America/Phoenix","https://maps.google.com/maps?cid=8794322113100612905","33.2959972","-111.8997972","62","Baby Boutique | Baby Concierge | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | Kendra Scott | LoveShackFancy | Mobile | Opt | Roblox Exp | Rosie Assoulin | Shipt Delivery | Snack Bar Pizza | Starbucks | Store Pickup | Wine Beer","AT&T Cell Phone Activations | Baby Boutique | Baby Concierge | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Kendra Scott x Target | Love Shack Fancy X Target | Roblox Experience | Rosie Assoulin x Target | Shipt Delivery | Snack Bar - Pizza | Starbucks Cafe | Store Pickup | Target Optical | The Hollister Collection at Target | Wine & Beer Available","https://www.target.com/sl/chandler-fashion-center/1838","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:16:24Z"
"Target","1839","Hadley","Open","False","367 Russell St","Hadley","Hampshire","Massachusetts","MA","01035-9456","United States of America","US","42.357311","-72.547241","413-586-5945","Pfresh","126770","1","America/New_York","https://maps.google.com/maps?cid=11651538872179797149","42.3576139","-72.5467889","58","Champion | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup","AT&T Cell Phone Activations | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target","https://www.target.com/sl/hadley/1839","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:16:25Z"
"Target","1840","Stateline","Open","False","1201 W 136th St","Kansas City","Jackson","Missouri","MO","64145-1647","United States of America","US","38.880085","-94.60723","816-412-0108","SuperTarget","174348","1","America/Chicago","https://maps.google.com/maps?cid=5274677842026163481","38.880243","-94.606934","79","Bakery | Bev Bar | Champion | CVS pharmacy | Deli | Drive Up | Expand Grocery | Hollister | LoveShackFancy | Mobile | Opt | Rosie Assoulin | Shipt Delivery | Starbucks | Store Pickup | Ulta | Wine Beer Spir","AT&T Cell Phone Activations | Bakery | Beverage Bar | Champion | CVS pharmacy | Deli | Drive Up | Expanded Grocery | Love Shack Fancy X Target | Rosie Assoulin x Target | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Optical | The Hollister Collection at Target | Ulta Beauty at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/stateline/1840","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:16:27Z"
"Target","1841","Macedonia","Open","False","8282 Golden Link Blvd","Northfield","Summit","Ohio","OH","44067-2067","United States of America","US","41.311787","-81.525952","330-468-9176","Pfresh","123906","1","America/New_York","https://maps.google.com/maps?cid=18348270070670846718","41.311941","-81.527561","59","Baby Boutique | Baby Concierge | Bev Bar | Champion | Converse | CVS pharmacy | Drive Up | Hollister | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | Wine Beer Spir","AT&T Cell Phone Activations | Baby Boutique | Baby Concierge | Beverage Bar | Champion | Converse | CVS pharmacy | Drive Up | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/macedonia/1841","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:16:28Z"
"Target","1842","Overland Park South","Open","False","8101 W 151st","Overland Park","Johnson","Kansas","KS","66223-2113","United States of America","US","38.853669","-94.681994","913-905-0419","Pfresh","127733","1","America/Chicago","https://maps.google.com/maps?cid=11927291510446747752","38.853738","-94.682429","61","Beer | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | KBB by Kahlana | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | WIC","Accepts WIC | AT&T Cell Phone Activations | Beer Available | Champion | CVS pharmacy | Drive Up | Fresh Grocery | KBB by Kahlana | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target","https://www.target.com/sl/overland-park-south/1842","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:16:29Z"
"Target","1843","Riverside SE","Open","False","2755 Canyon Springs Pkwy","Riverside","Riverside","California","CA","92507-0932","United States of America","US","33.938916","-117.28174","951-697-6778","Pfresh","127337","1","America/Los_Angeles","https://maps.google.com/maps?cid=5525926234380570250","33.9391722","-117.2824278","42","Bev Bar | Champion | Clothing Tback | CVS pharmacy | Drive Up | EV Charging | Fresh Grocery | Hollister | LoveShackFancy | Mobile | Opt | Rosie Assoulin | Shipt Delivery | Starbucks | Store Pickup | WIC | Wine Beer Spir","Accepts WIC | AT&T Cell Phone Activations | Beverage Bar | Champion | CVS pharmacy | Drive Up | EV Charging | Fresh Grocery | Love Shack Fancy X Target | Rosie Assoulin x Target | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Optical | Target Textile Drop Spot | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/riverside-se/1843","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:16:31Z"
"Target","1845","Wilkes-Barre","Open","False","3400 Wilkes-Barre Township Commons","Wilkes-Barre Township","Luzerne","Pennsylvania","PA","18702-6832","United States of America","US","41.237784","-75.844602","570-829-0511","Pfresh","124994","1","America/New_York","https://maps.google.com/maps?cid=5330282127104936594","41.238029","-75.845035","63","Champion | CVS pharmacy | Drive Up | EV Charging | Fresh Grocery | Hollister | KBB by Kahlana | LoveShackFancy | Mobile | Roblox Exp | Shipt Delivery | Snack Bar Pizza | Store Pickup","AT&T Cell Phone Activations | Champion | CVS pharmacy | Drive Up | EV Charging | Fresh Grocery | KBB by Kahlana | Love Shack Fancy X Target | Roblox Experience | Shipt Delivery | Snack Bar - Pizza | Store Pickup | The Hollister Collection at Target","https://www.target.com/sl/wilkes-barre/1845","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:16:33Z"
"Target","1846","Lemon Grove","Open","False","3424 College Ave","San Diego","San Diego","California","CA","92115-7134","United States of America","US","32.74126","-117.055525","619-471-0025","Pfresh","129649","1","America/Los_Angeles","https://maps.google.com/maps?cid=9801371805541441709","32.7409278","-117.0558333","49","Champion | Clothing Tback | Drive Up | EV Charging | Fresh Grocery | Hollister | KBB by Kahlana | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | Ulta | WIC | Wine Beer Spir","Accepts WIC | AT&T Cell Phone Activations | Champion | Drive Up | EV Charging | Fresh Grocery | KBB by Kahlana | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Textile Drop Spot | The Hollister Collection at Target | Ulta Beauty at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/lemon-grove/1846","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:16:35Z"
"Target","1847","Wilsonville","Open","False","25925 SW Heather Pl","Wilsonville","Washington","Oregon","OR","97070-5785","United States of America","US","45.333101","-122.766997","503-682-7781","Pfresh","123700","1","America/Los_Angeles","https://maps.google.com/maps?cid=15326256422458173324","45.333174","-122.767523","41","Baby Boutique | Baby Concierge | Bev Bar | CVS pharmacy | Disney | Drive Up | Fresh Grocery | Future Col | Hollister | LoveShackFancy | Mobile | ParkeXTarget | Roblox Exp | Rosie Assoulin | Shipt Delivery | Starbucks | Store Pickup | Ulta | WIC | Wine Beer","Accepts WIC | AT&T Cell Phone Activations | Baby Boutique | Baby Concierge | Beverage Bar | CVS pharmacy | Disney store at Target | Drive Up | Fresh Grocery | Future Collective | Love Shack Fancy X Target | Parke x Target | Roblox Experience | Rosie Assoulin x Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Ulta Beauty at Target | Wine & Beer Available","https://www.target.com/sl/wilsonville/1847","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:16:36Z"
"Target","1848","Nora Plaza","Open","False","1300 E 86th St Ste 35","Indianapolis","Marion","Indiana","IN","46240-1990","United States of America","US","39.914909","-86.138697","317-810-0044","Pfresh","123762","1","America/New_York","https://maps.google.com/maps?cid=8969020727647437182","39.914731","-86.139216","60","Champion | CVS pharmacy | Drive Up | EV Charging | Fresh Grocery | Hollister | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | Wine Beer Spir","AT&T Cell Phone Activations | Champion | CVS pharmacy | Drive Up | EV Charging | Fresh Grocery | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/nora-plaza/1848","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:16:38Z"
"Target","1849","Atlantic Terminal","Open","False","139 Flatbush Ave","Brooklyn","Kings","New York","NY","11217-1403","United States of America","US","40.684489","-73.97748","718-290-1109","Gen Merch","194539","2","America/New_York","https://maps.google.com/maps?cid=1497947405500016779","","","","Beer | CVS pharmacy | Future Col | Hollister | KBB by Kahlana | LoveShackFancy | Mobile | Roblox Exp | Shipt Delivery | Snack Bar Pizza | Starbucks | Store Pickup | WIC","Accepts WIC | AT&T Cell Phone Activations | Beer Available | CVS pharmacy | Future Collective | KBB by Kahlana | Love Shack Fancy X Target | Roblox Experience | Shipt Delivery | Snack Bar - Pizza | Starbucks Cafe | Store Pickup | The Hollister Collection at Target","https://www.target.com/sl/atlantic-terminal/1849","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:16:40Z"
"Target","1850","Addison","Open","False","3730 Belt Line Rd","Addison","Dallas","Texas","TX","75001-4301","United States of America","US","32.950951","-96.853854","214-414-0025","Pfresh","121827","1","America/Chicago","https://maps.google.com/maps?cid=6518081389986659621","32.951247","-96.854027","65","Bev Bar | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | KBB by Kahlana | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | Ulta | WIC | Wine Beer","Accepts WIC | AT&T Cell Phone Activations | Beverage Bar | Champion | CVS pharmacy | Drive Up | Fresh Grocery | KBB by Kahlana | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Ulta Beauty at Target | Wine & Beer Available","https://www.target.com/sl/addison/1850","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:16:41Z"
"Target","1851","Gilroy","Open","False","6705 Camino Arroyo","Gilroy","Santa Clara","California","CA","95020-7075","United States of America","US","37.000326","-121.554113","408-848-6466","Gen Merch","124128","1","America/Los_Angeles","https://maps.google.com/maps?cid=3837930707565238982","37.0005611","-121.5547556","68","Bev Bar | Champion | Clothing Tback | CVS pharmacy | Drive Up | EV Charging | Hollister | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | Wine Beer Spir","AT&T Cell Phone Activations | Beverage Bar | Champion | CVS pharmacy | Drive Up | EV Charging | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Textile Drop Spot | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/gilroy/1851","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:16:43Z"
"Target","1852","San Antonio SE","Open","False","3227 SE Military Dr","San Antonio","Bexar","Texas","TX","78223-3876","United States of America","US","29.353592","-98.436513","210-247-0082","Pfresh","123653","1","America/Chicago","https://maps.google.com/maps?cid=155619352771475209","29.3536139","-98.4360806","64","Champion | CVS pharmacy | Drive Up | Future Col | Hollister | LoveShackFancy | Mobile | ParkeXTarget | Rosie Assoulin | Shipt Delivery | Starbucks | Store Pickup | Wine Beer","AT&T Cell Phone Activations | Champion | CVS pharmacy | Drive Up | Future Collective | Love Shack Fancy X Target | Parke x Target | Rosie Assoulin x Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Wine & Beer Available","https://www.target.com/sl/san-antonio-se/1852","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:16:45Z"
"Target","1853","Ortega","Open","False","6331 Roosevelt Blvd","Jacksonville","Duval","Florida","FL","32244-3303","United States of America","US","30.235","-81.6952","904-596-1065","SuperTarget","174695","1","America/New_York","https://maps.google.com/maps?cid=2037242507270239114","30.235209","-81.695288","86","Apple | Bakery | Converse | CVS pharmacy | Deli | Disney | Drive Up | Expand Grocery | Hollister | KBB by Kahlana | Kendra Scott | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | Ulta | WIC | Wine Beer","Accepts WIC | Apple Experience | AT&T Cell Phone Activations | Bakery | Converse | CVS pharmacy | Deli | Disney store at Target | Drive Up | Expanded Grocery | KBB by Kahlana | Kendra Scott x Target | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Ulta Beauty at Target | Wine & Beer Available","https://www.target.com/sl/ortega/1853","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:16:48Z"
"Target","1854","Rockville","Open","False","5700 Bou Ave","Rockville","Montgomery","Maryland","MD","20852-1663","United States of America","US","39.056591","-77.114947","301-945-0018","Pfresh","155836","2","America/New_York","https://maps.google.com/maps?cid=2971090682641649557","39.056672","-77.115118","30","Champion | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | KBB by Kahlana | LoveShackFancy | Mobile | Parachute | Shipt Delivery | Starbucks | Store Pickup | Ulta | WIC","Accepts WIC | AT&T Cell Phone Activations | Champion | CVS pharmacy | Drive Up | Fresh Grocery | KBB by Kahlana | Love Shack Fancy X Target | Parachute for Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Ulta Beauty at Target","https://www.target.com/sl/rockville/1854","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:16:49Z"
"Target","1855","Bangor","Open","False","60 Longview Dr","Bangor","Penobscot","Maine","ME","04401-3629","United States of America","US","44.842191","-68.74156","207-945-3133","Pfresh","124812","1","America/New_York","https://maps.google.com/maps?cid=7914192766200560221","44.841805","-68.741568","61","Champion | CVS pharmacy | Drive Up | Fresh Grocery | Future Col | Hollister | LoveShackFancy | Snack Bar Pizza | Starbucks | Store Pickup | Wine Beer","Champion | CVS pharmacy | Drive Up | Fresh Grocery | Future Collective | Love Shack Fancy X Target | Snack Bar - Pizza | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Wine & Beer Available","https://www.target.com/sl/bangor/1855","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:16:51Z"
"Target","1856","Poughkeepsie","Open","False","2001 South Rd","Poughkeepsie","Dutchess","New York","NY","12601-5978","United States of America","US","41.626216","-73.919275","845-297-0938","Pfresh","127996","1","America/New_York","https://maps.google.com/maps?cid=274144263569647057","41.623421","-73.920322","64","Beer | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | Ulta | WIC","Accepts WIC | AT&T Cell Phone Activations | Beer Available | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Ulta Beauty at Target","https://www.target.com/sl/poughkeepsie/1856","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:16:53Z"
"Target","1857","Stafford","Open","False","1090 Stafford Market Pl","Stafford","Stafford","Virginia","VA","22556-4523","United States of America","US","38.468742","-77.408662","540-658-9901","Pfresh","125719","1","America/New_York","https://maps.google.com/maps?cid=12955485929770498552","38.4690806","-77.4082722","68","Baby Boutique | Baby Concierge | Champion | CVS pharmacy | Disney | Drive Up | Fresh Grocery | Future Col | Hollister | KBB by Kahlana | Kendra Scott | LoveShackFancy | Mobile | ParkeXTarget | Roblox Exp | Rosie Assoulin | Shipt Delivery | Starbucks | Store Pickup | Wine Beer","AT&T Cell Phone Activations | Baby Boutique | Baby Concierge | Champion | CVS pharmacy | Disney store at Target | Drive Up | Fresh Grocery | Future Collective | KBB by Kahlana | Kendra Scott x Target | Love Shack Fancy X Target | Parke x Target | Roblox Experience | Rosie Assoulin x Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Wine & Beer Available","https://www.target.com/sl/stafford/1857","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:16:55Z"
"Target","1858","Charlottesville","Open","False","312 Connor Dr","Charlottesville","Albemarle","Virginia","VA","22911-5605","United States of America","US","38.12851","-78.440993","434-964-0231","Pfresh","143429","1","America/New_York","https://maps.google.com/maps?cid=13505445616435263499","38.1286556","-78.4413028","70","Bev Bar | Champion | CVS pharmacy | Drive Up | EV Charging | Future Col | Hollister | Kendra Scott | LoveShackFancy | Mobile | ParkeXTarget | Rosie Assoulin | Shipt Delivery | Starbucks | Store Pickup | Ulta | Wine Beer","AT&T Cell Phone Activations | Beverage Bar | Champion | CVS pharmacy | Drive Up | EV Charging | Future Collective | Kendra Scott x Target | Love Shack Fancy X Target | Parke x Target | Rosie Assoulin x Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Ulta Beauty at Target | Wine & Beer Available","https://www.target.com/sl/charlottesville/1858","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:16:56Z"
"Target","1859","Lakeland North","Open","False","4005 US Highway 98 N","Lakeland","Polk","Florida","FL","33809-3815","United States of America","US","28.092393","-81.970917","863-859-1622","Pfresh","123715","1","America/New_York","https://maps.google.com/maps?cid=3307564674140243319","28.092097","-81.971139","63","Apple | Champion | Converse | CVS pharmacy | Disney | Drive Up | Fresh Grocery | Hollister | LoveShackFancy | Mobile | Shipt Delivery | Snack Bar Pizza | Starbucks | Store Pickup | WIC | Wine Beer","Accepts WIC | Apple Experience | AT&T Cell Phone Activations | Champion | Converse | CVS pharmacy | Disney store at Target | Drive Up | Fresh Grocery | Love Shack Fancy X Target | Shipt Delivery | Snack Bar - Pizza | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Wine & Beer Available","https://www.target.com/sl/lakeland-north/1859","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:16:58Z"
"Target","1860","Oklahoma City NW","Open","False","8315 N Rockwell Ave","Oklahoma City","Oklahoma","Oklahoma","OK","73132-4220","United States of America","US","35.556031","-97.640095","405-506-6086","Pfresh","113668","1","America/Chicago","https://maps.google.com/maps?cid=2895961470460129515","35.556058","-97.639629","60","Champion | Converse | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | KBB by Kahlana | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | Wine Beer","AT&T Cell Phone Activations | Champion | Converse | CVS pharmacy | Drive Up | Fresh Grocery | KBB by Kahlana | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Wine & Beer Available","https://www.target.com/sl/oklahoma-city-nw/1860","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:17:00Z"
"Target","1861","Sherman","Open","False","4160 Town Center Rd","Sherman","Grayson","Texas","TX","75092-2567","United States of America","US","33.680506","-96.612217","903-892-4465","Pfresh","123648","1","America/Chicago","https://maps.google.com/maps?cid=13572964395084434494","33.680107","-96.61202","57","Champion | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | LoveShackFancy | Mobile | Shipt Delivery | Snack Bar Pizza | Starbucks | Store Pickup | Wine Beer","AT&T Cell Phone Activations | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Love Shack Fancy X Target | Shipt Delivery | Snack Bar - Pizza | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Wine & Beer Available","https://www.target.com/sl/sherman/1861","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:17:02Z"
