"retailer","store_id","store_name","address","city","state","zip_code","country","latitude","longitude","phone","website","opening_status","coming_soon","opening_date","wine","beer","liquor","source","source_query"
"Trader Joe's","861","Traderjoes","1930 US-34","Oswego","IL","60543","US","41.70879","-88.29804","","https://locations.traderjoes.com/il/oswego/861/","coming_soon","true","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/il/oswego/861/"
"Trader Joe's","698","Traderjoes","190 N NW Highway","Park Ridge","IL","60068","US","42.01272","-87.83236","847-292-1108","https://locations.traderjoes.com/il/park-ridge/698/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/il/park-ridge/698/"
"Trader Joe's","705","Traderjoes","1426 E Golf Rd","Schaumburg","IL","60173","US","42.0511","-88.04189","847-619-0095","https://locations.traderjoes.com/il/schaumburg/705/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/il/schaumburg/705/"
"Trader Joe's","757","Traderjoes","4110 W. Jefferson Blvd., Suite D-2","Fort Wayne","IN","46804","US","41.07174","-85.19536","260-432-5828","https://locations.traderjoes.com/in/fort-wayne/757/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/in/fort-wayne/757/"
"Trader Joe's","670","Traderjoes","2902 W 86th St","Indianapolis","IN","46268","US","39.91257","-86.2118","317-337-1880","https://locations.traderjoes.com/in/indianapolis/670/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/in/indianapolis/670/"
"Trader Joe's","671","Traderjoes","5473 E 82nd St","Indianapolis","IN","46250","US","39.90371","-86.07518","317-595-8950","https://locations.traderjoes.com/in/indianapolis/671/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/in/indianapolis/671/"
"Trader Joe's","600","Traderjoes","1140 East Howard","South Bend","IN","46617","US","41.68811","-86.23352","574-472-8744","https://locations.traderjoes.com/in/south-bend/600/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/in/south-bend/600/"
"Trader Joe's","723","Traderjoes","4201 W 119th St","Leawood","KS","66209","US","38.91243","-94.63575","913-327-7209","https://locations.traderjoes.com/ks/leawood/723/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ks/leawood/723/"
"Trader Joe's","821","Traderjoes","8700 Shawnee Mission Pkwy","Merriam","KS","66202","US","39.0155","-94.68678","","https://locations.traderjoes.com/ks/merriam/821/","coming_soon","true","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ks/merriam/821/"
"Trader Joe's","729","Traderjoes","1800 N. Rock Road, Suite 120","Wichita","KS","67206","US","37.71637","-97.24341","316-634-1846","https://locations.traderjoes.com/ks/wichita/729/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ks/wichita/729/"
"Trader Joe's","788","Traderjoes","2780 Dixie Highway","Crestview Hills","KY","41017","US","39.0288","-84.57711","859-331-0034","https://locations.traderjoes.com/ky/crestview-hills/788/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ky/crestview-hills/788/"
"Trader Joe's","789","Traderjoes","2785 Dixie Highway","Crestview Hills","KY","41017","US","39.02611","-84.57732","859-331-1472","https://locations.traderjoes.com/ky/crestview-hills/789/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ky/crestview-hills/789/"
"Trader Joe's","626","Traderjoes","2320 Nicholasville Road","Lexington","KY","40503","US","38.00493","-84.51851","859-277-0144","https://locations.traderjoes.com/ky/lexington/626/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ky/lexington/626/"
"Trader Joe's","627","Traderjoes","2326 Nicholasville Rd","Lexington","KY","40503","US","38.00493","-84.51836","859-313-5030","https://locations.traderjoes.com/ky/lexington/627/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ky/lexington/627/"
"Trader Joe's","625","Traderjoes","4600 Shelbyville Rd Ste 112, Ste 112","Louisville","KY","40207","US","38.24927","-85.63","502-895-7872","https://locations.traderjoes.com/ky/louisville/625/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ky/louisville/625/"
"Trader Joe's","628","Traderjoes","4600 Shelbyville Rd, Ste 111","Louisville","KY","40207","US","38.25009","-85.63137","502-895-1361","https://locations.traderjoes.com/ky/louisville/628/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ky/louisville/628/"
"Trader Joe's","754","Traderjoes","3535 Perkins Rd","Baton Rouge","LA","70808","US","30.42241","-91.1536","225-382-0588","https://locations.traderjoes.com/la/baton-rouge/754/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/la/baton-rouge/754/"
"Trader Joe's","807","Traderjoes","1710 Camellia Blvd","Lafayette","LA","70508","US","30.16218","-92.02843","","https://locations.traderjoes.com/la/lafayette/807/","coming_soon","true","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/la/lafayette/807/"
"Trader Joe's","863","Traderjoes","3377 U.S. Hwy 190","Mandeville","LA","70471","US","30.39333","-90.08395","","https://locations.traderjoes.com/la/mandeville/863/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/la/mandeville/863/"
"Trader Joe's","755","Traderjoes","2949 Veterans Blvd","Metairie","LA","70002","US","30.00441","-90.15206","504-831-0253","https://locations.traderjoes.com/la/metairie/755/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/la/metairie/755/"
"Trader Joe's","793","Traderjoes","2428 Napoleon Ave","New Orleans","LA","70115","US","29.9349","-90.10395","504-327-4795","https://locations.traderjoes.com/la/new-orleans/793/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/la/new-orleans/793/"
"Trader Joe's","811","Traderjoes","2501 Tulane Ave","New Orleans","LA","70119","US","29.96095","-90.08787","504-229-9973","https://locations.traderjoes.com/la/new-orleans/811/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/la/new-orleans/811/"
"Trader Joe's","511","Traderjoes","145 Great Rd","Acton","MA","01720","US","42.48321","-71.41528","978-266-8908","https://locations.traderjoes.com/ma/acton/511/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ma/acton/511/"
"Trader Joe's","561","Traderjoes","199 N Harvard St","Allston","MA","02134","US","42.36352","-71.12984","617-787-1238","https://locations.traderjoes.com/ma/allston/561/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ma/allston/561/"
"Trader Joe's","505","Traderjoes","1427 Massachusetts Ave","Arlington","MA","02476","US","42.42542","-71.18882","781-646-9138","https://locations.traderjoes.com/ma/arlington/505/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ma/arlington/505/"
"Trader Joe's","500","Traderjoes","500 Boylston St","Boston","MA","02116","US","42.35037","-71.07447","617-693-6302","https://locations.traderjoes.com/ma/boston/500/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ma/boston/500/"
"Trader Joe's","510","Traderjoes","899 Boylston St","Boston","MA","02115","US","42.34846","-71.08409","617-262-6505","https://locations.traderjoes.com/ma/boston/510/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ma/boston/510/"
"Trader Joe's","566","Traderjoes","44 Thomson Place","Boston","MA","02210","US","42.35186","-71.04727","617-941-3714","https://locations.traderjoes.com/ma/boston/566/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ma/boston/566/"
"Trader Joe's","588","Traderjoes","1999 Centre St","Boston","MA","02132","US","42.28203","-71.15783","617-682-7600","https://locations.traderjoes.com/ma/boston/588/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ma/boston/588/"
"Trader Joe's","501","Traderjoes","1317 Beacon St","Brookline","MA","02446","US","42.342","-71.12054","617-278-9997","https://locations.traderjoes.com/ma/brookline/501/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ma/brookline/501/"
"Trader Joe's","515","Traderjoes","51 Middlesex Turnpike","Burlington","MA","01803","US","42.47343","-71.21067","781-273-2310","https://locations.traderjoes.com/ma/burlington/515/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ma/burlington/515/"
"Trader Joe's","502","Traderjoes","748 Memorial Dr","Cambridge","MA","02139","US","42.35826","-71.11417","617-491-8582","https://locations.traderjoes.com/ma/cambridge/502/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ma/cambridge/502/"
"Trader Joe's","517","Traderjoes","211 Alewife Brook Pkwy","Cambridge","MA","02138","US","42.39002","-71.14359","617-498-3201","https://locations.traderjoes.com/ma/cambridge/517/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ma/cambridge/517/"
"Trader Joe's","528","Traderjoes","350 Patriot Place","Foxborough","MA","02035","US","42.08662","-71.26927","508-543-1978","https://locations.traderjoes.com/ma/foxborough/528/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ma/foxborough/528/"
"Trader Joe's","503","Traderjoes","659 Worcester Rd","Framingham","MA","01701","US","42.29912","-71.42523","508-935-2931","https://locations.traderjoes.com/ma/framingham/503/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ma/framingham/503/"
"Trader Joe's","512","Traderjoes","375 Russell St","Hadley","MA","01035","US","42.35776","-72.54937","413-587-3260","https://locations.traderjoes.com/ma/hadley/512/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ma/hadley/512/"
"Trader Joe's","513","Traderjoes","1775 Washington St","Hanover","MA","02339","US","42.1225","-70.83161","339-298-1530","https://locations.traderjoes.com/ma/hanover/513/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ma/hanover/513/"
"Trader Joe's","530","Traderjoes","5 Essington Drive","Hingham","MA","02043","US","42.24907","-70.9238","781-740-2038","https://locations.traderjoes.com/ma/hingham/530/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ma/hingham/530/"
"Trader Joe's","514","Traderjoes","655 Iyannough Road Rt 132, Unit 4-A","Hyannis","MA","02601","US","41.65955","-70.27501","508-790-3008","https://locations.traderjoes.com/ma/hyannis/514/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ma/hyannis/514/"
"Trader Joe's","582","Traderjoes","230 Fortune Blvd","Milford","MA","01757","US","42.16055","-71.50191","508-318-9234","https://locations.traderjoes.com/ma/milford/582/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ma/milford/582/"
"Trader Joe's","504","Traderjoes","958 Highland Ave","Needham","MA","02494","US","42.29274","-71.23489","781-449-6993","https://locations.traderjoes.com/ma/needham/504/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ma/needham/504/"
"Trader Joe's","583","Traderjoes","165 Needham St","Newton","MA","02464","US","42.31215","-71.21382","617-340-5765","https://locations.traderjoes.com/ma/newton/583/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ma/newton/583/"
"Trader Joe's","516","Traderjoes","300 Andover St","Peabody","MA","01960","US","42.54975","-70.95654","978-977-5316","https://locations.traderjoes.com/ma/peabody/516/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ma/peabody/516/"
"Trader Joe's","581","Traderjoes","111 General McConville Way","Quincy","MA","02169","US","42.24738","-71.00237","","https://locations.traderjoes.com/ma/quincy/581/","coming_soon","true","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ma/quincy/581/"
"Trader Joe's","873","Traderjoes","34 Walkers Brook Drive","Reading","MA","01867","US","42.51998","-71.09309","","https://locations.traderjoes.com/ma/reading/873/","coming_soon","true","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ma/reading/873/"
"Trader Joe's","506","Traderjoes","358 Broadway","Saugus","MA","01906","US","42.48349","-71.01755","781-231-0848","https://locations.traderjoes.com/ma/saugus/506/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ma/saugus/506/"
"Trader Joe's","508","Traderjoes","77 Boston Turnpike","Shrewsbury","MA","01545","US","42.27535","-71.75122","508-755-9560","https://locations.traderjoes.com/ma/shrewsbury/508/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ma/shrewsbury/508/"
"Trader Joe's","560","Traderjoes","145 Middlesex Ave","Somerville","MA","02145","US","42.39562","-71.08282","617-591-0124","https://locations.traderjoes.com/ma/somerville/560/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ma/somerville/560/"
"Trader Joe's","509","Traderjoes","1121 Washington St","West Newton","MA","02465","US","42.34985","-71.21944","617-244-1620","https://locations.traderjoes.com/ma/west-newton/509/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ma/west-newton/509/"
"Trader Joe's","650","Traderjoes","160 F Jennifer Rd, Ste F","Annapolis","MD","21401","US","38.98892","-76.54024","410-573-0505","https://locations.traderjoes.com/md/annapolis/650/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/md/annapolis/650/"
"Trader Joe's","883","Traderjoes","6311 York Road","Baltimore","MD","21212","US","39.37206","-76.60869","","https://locations.traderjoes.com/md/baltimore/883/","coming_soon","true","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/md/baltimore/883/"
"Trader Joe's","623","Traderjoes","7900 Wisconsin Ave","Bethesda","MD","20814","US","38.98962","-77.0957","301-215-7913","https://locations.traderjoes.com/md/bethesda/623/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/md/bethesda/623/"
"Trader Joe's","645","Traderjoes","6831 Wisconsin Ave","Bethesda","MD","20815","US","38.97826","-77.09053","301-907-0982","https://locations.traderjoes.com/md/bethesda/645/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/md/bethesda/645/"
"Trader Joe's","758","Traderjoes","4429 Calvert Road","College Park","MD","20740","US","38.97844","-76.93753","301-985-3704","https://locations.traderjoes.com/md/college-park/758/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/md/college-park/758/"
"Trader Joe's","658","Traderjoes","6610 Marie Curie Dr","Elkridge","MD","21075","US","39.18832","-76.79564","410-953-8139","https://locations.traderjoes.com/md/elkridge/658/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/md/elkridge/658/"
"Trader Joe's","655","Traderjoes","1809 Reisterstown Rd","Pikesville","MD","21208","US","39.38813","-76.73609","410-484-8373","https://locations.traderjoes.com/md/pikesville/655/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/md/pikesville/655/"
"Trader Joe's","589","Traderjoes","225 N Washington St","Rockville","MD","20850","US","39.08646","-77.15256","240-219-2398","https://locations.traderjoes.com/md/rockville/589/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/md/rockville/589/"
"Trader Joe's","642","Traderjoes","12268-H Rockville Pike","Rockville","MD","20852","US","39.05705","-77.12235","301-468-6656","https://locations.traderjoes.com/md/rockville/642/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/md/rockville/642/"
"Trader Joe's","648","Traderjoes","10076 Darnestown Rd","Rockville","MD","20850","US","39.09654","-77.20679","301-762-0782","https://locations.traderjoes.com/md/rockville/648/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/md/rockville/648/"
"Trader Joe's","652","Traderjoes","10741 Columbia Pike","Silver Spring","MD","20901","US","39.03133","-77.0035","301-681-1675","https://locations.traderjoes.com/md/silver-spring/652/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/md/silver-spring/652/"
"Trader Joe's","649","Traderjoes","800 Kenilworth Drive","Towson","MD","21204","US","39.41146","-76.61923","410-321-0276","https://locations.traderjoes.com/md/towson/649/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/md/towson/649/"
"Trader Joe's","519","Traderjoes","87 Marginal Way","Portland","ME","04101","US","43.66181","-70.26462","207-699-3799","https://locations.traderjoes.com/me/portland/519/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/me/portland/519/"
"Trader Joe's","678","Traderjoes","2398 East Stadium Blvd","Ann Arbor","MI","48104","US","42.25841","-83.71302","734-975-2455","https://locations.traderjoes.com/mi/ann-arbor/678/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/mi/ann-arbor/678/"
"Trader Joe's","675","Traderjoes","6536 Telegraph Rd","Bloomfield Hills","MI","48301","US","42.54413","-83.28676","248-855-2283","https://locations.traderjoes.com/mi/bloomfield-hills/675/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/mi/bloomfield-hills/675/"
"Trader Joe's","804","Traderjoes","2755 E Grand River Ave","East Lansing","MI","48823","US","42.72622","-84.45256","517-274-8581","https://locations.traderjoes.com/mi/east-lansing/804/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/mi/east-lansing/804/"
"Trader Joe's","881","Traderjoes","27658 Middlebelt Rd","Farmington Hills","MI","48334","US","42.49872","-83.3375","","https://locations.traderjoes.com/mi/farmington-hills/881/","coming_soon","true","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/mi/farmington-hills/881/"
"Trader Joe's","665","Traderjoes","17028 Kercheval Ave","Grosse Pointe","MI","48230","US","42.38977","-82.91589","313-640-7794","https://locations.traderjoes.com/mi/grosse-pointe/665/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/mi/grosse-pointe/665/"
"Trader Joe's","708","Traderjoes","5099 Century Ave","Kalamazoo","MI","49006","US","42.27013","-85.64999","269-372-2049","https://locations.traderjoes.com/mi/kalamazoo/708/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/mi/kalamazoo/708/"
"Trader Joe's","707","Traderjoes","3684 28th St SE","Kentwood","MI","49512","US","42.91197","-85.57669","616-977-1819","https://locations.traderjoes.com/mi/kentwood/707/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/mi/kentwood/707/"
"Trader Joe's","667","Traderjoes","18771 Traditions Drive","Northville","MI","48167","US","42.42277","-83.43376","248-349-4909","https://locations.traderjoes.com/mi/northville/667/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/mi/northville/667/"
"Trader Joe's","668","Traderjoes","3044 Walton Blvd","Rochester Hills","MI","48309","US","42.6807","-83.19411","248-375-2190","https://locations.traderjoes.com/mi/rochester-hills/668/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/mi/rochester-hills/668/"
"Trader Joe's","674","Traderjoes","27880 Woodward Ave","Royal Oak","MI","48067","US","42.49541","-83.16369","248-582-9002","https://locations.traderjoes.com/mi/royal-oak/674/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/mi/royal-oak/674/"
"Trader Joe's","724","Traderjoes","4270 W 78th St","Bloomington","MN","55435","US","44.85924","-93.33277","952-835-8640","https://locations.traderjoes.com/mn/bloomington/724/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/mn/bloomington/724/"
"Trader Joe's","717","Traderjoes","2065 Cliff Road","Eagan","MN","55122","US","44.79023","-93.21282","651-362-4841","https://locations.traderjoes.com/mn/eagan/717/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/mn/eagan/717/"
"Trader Joe's","713","Traderjoes","12105 Elm Creek Blvd N","Maple Grove","MN","55369","US","45.09219","-93.43409","763-315-1739","https://locations.traderjoes.com/mn/maple-grove/713/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/mn/maple-grove/713/"
"Trader Joe's","725","Traderjoes","721 Washington Ave S, Suite 101","Minneapolis","MN","55415","US","44.97646","-93.2582","612-339-2110","https://locations.traderjoes.com/mn/minneapolis/725/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/mn/minneapolis/725/"
"Trader Joe's","714","Traderjoes","11220 Wayzata Blvd","Minnetonka","MN","55305","US","44.97349","-93.42276","952-417-9080","https://locations.traderjoes.com/mn/minnetonka/714/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/mn/minnetonka/714/"
"Trader Joe's","718","Traderjoes","1200 16th St SW","Rochester","MN","55902","US","44.00036","-92.48126","507-281-4411","https://locations.traderjoes.com/mn/rochester/718/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/mn/rochester/718/"
"Trader Joe's","727","Traderjoes","1041 Red Fox Rd","Shoreview","MN","55126","US","45.05799","-93.14473","651-765-1398","https://locations.traderjoes.com/mn/shoreview/727/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/mn/shoreview/727/"
"Trader Joe's","710","Traderjoes","4500 Excelsior Blvd","St. Louis Park","MN","55416","US","44.93459","-93.3374","952-285-1053","https://locations.traderjoes.com/mn/st-louis-park/710/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/mn/st-louis-park/710/"
"Trader Joe's","716","Traderjoes","484 Lexington Pkwy S","St. Paul","MN","55105","US","44.9267","-93.14589","651-698-3119","https://locations.traderjoes.com/mn/st-paul/716/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/mn/st-paul/716/"
"Trader Joe's","715","Traderjoes","8960 Hudson Rd., Ste. 801","Woodbury","MN","55125","US","44.94573","-92.92267","651-735-0269","https://locations.traderjoes.com/mn/woodbury/715/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/mn/woodbury/715/"
"Trader Joe's","692","Traderjoes","48 Brentwood Promenade Court","Brentwood","MO","63144","US","38.62733","-90.34123","314-963-0253","https://locations.traderjoes.com/mo/brentwood/692/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/mo/brentwood/692/"
"Trader Joe's","693","Traderjoes","1679 Clarkson Rd","Chesterfield","MO","63017","US","38.6449","-90.56656","636-536-7846","https://locations.traderjoes.com/mo/chesterfield/693/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/mo/chesterfield/693/"
"Trader Joe's","808","Traderjoes","201 N Stadium Blvd","Columbia","MO","65203","US","38.95826","-92.37319","573-370-7203","https://locations.traderjoes.com/mo/columbia/808/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/mo/columbia/808/"
"Trader Joe's","694","Traderjoes","11505 Olive Blvd","Creve Coeur","MO","63141","US","38.67195","-90.43642","314-569-0432","https://locations.traderjoes.com/mo/creve-coeur/694/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/mo/creve-coeur/694/"
"Trader Joe's","695","Traderjoes","13343 Manchester Rd","Des Peres","MO","63131","US","38.60104","-90.46716","314-984-5051","https://locations.traderjoes.com/mo/des-peres/695/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/mo/des-peres/695/"
"Trader Joe's","720","Traderjoes","8600 Ward Pkwy","Kansas City","MO","64114","US","38.97067","-94.60684","816-333-5322","https://locations.traderjoes.com/mo/kansas-city/720/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/mo/kansas-city/720/"
"Trader Joe's","740","Traderjoes","120 Merrimon Ave","Asheville","NC","28801","US","35.60305","-82.55357","828-232-5078","https://locations.traderjoes.com/nc/asheville/740/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/nc/asheville/740/"
"Trader Joe's","741","Traderjoes","1393 Kildaire Farm Rd","Cary","NC","27511","US","35.7589","-78.78154","919-465-5985","https://locations.traderjoes.com/nc/cary/741/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/nc/cary/741/"
"Trader Joe's","745","Traderjoes","1800 E Franklin St","Chapel Hill","NC","27514","US","35.93693","-79.02508","919-918-7871","https://locations.traderjoes.com/nc/chapel-hill/745/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/nc/chapel-hill/745/"
"Trader Joe's","742","Traderjoes","6418 Rea Rd","Charlotte","NC","28277","US","35.07886","-80.81793","704-543-5249","https://locations.traderjoes.com/nc/charlotte/742/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/nc/charlotte/742/"
"Trader Joe's","743","Traderjoes","1820 E Arbors Dr","Charlotte","NC","28262","US","35.33681","-80.75453","704-688-9578","https://locations.traderjoes.com/nc/charlotte/743/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/nc/charlotte/743/"
"Trader Joe's","744","Traderjoes","1133 Metropolitan Ave","Charlotte","NC","28204","US","35.21178","-80.83563","704-334-0737","https://locations.traderjoes.com/nc/charlotte/744/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/nc/charlotte/744/"
"Trader Joe's","750","Traderjoes","3721 Battleground Ave.","Greensboro","NC","27410","US","36.13129","-79.85777","336-286-7859","https://locations.traderjoes.com/nc/greensboro/750/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/nc/greensboro/750/"
"Trader Joe's","790","Traderjoes","3160 B Evans St","Greenville","NC","27834","US","35.57266","-77.38394","252-374-8457","https://locations.traderjoes.com/nc/greenville/790/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/nc/greenville/790/"
"Trader Joe's","791","Traderjoes","951 Morrisville Parkway","Morrisville","NC","27560","US","35.80947","-78.81765","919-460-4449","https://locations.traderjoes.com/nc/morrisville/791/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/nc/morrisville/791/"
"Trader Joe's","746","Traderjoes","3000 Wake Forest Rd","Raleigh","NC","27609","US","35.82324","-78.62171","919-981-7422","https://locations.traderjoes.com/nc/raleigh/746/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/nc/raleigh/746/"
"Trader Joe's","748","Traderjoes","8111 Creedmoor Rd","Raleigh","NC","27613","US","35.89795","-78.68279","984-252-3344","https://locations.traderjoes.com/nc/raleigh/748/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/nc/raleigh/748/"
"Trader Joe's","747","Traderjoes","1437 S College Rd","Wilmington","NC","28403","US","34.21077","-77.88576","910-507-8870","https://locations.traderjoes.com/nc/wilmington/747/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/nc/wilmington/747/"
"Trader Joe's","749","Traderjoes","252 South Stratford Road","Winston Salem","NC","27103","US","36.09276","-80.2816","336-721-1744","https://locations.traderjoes.com/nc/winston-salem/749/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/nc/winston-salem/749/"
"Trader Joe's","722","Traderjoes","3120 Pine Lake Rd, Ste R","Lincoln","NE","68516","US","40.7426","-96.67455","402-328-0120","https://locations.traderjoes.com/ne/lincoln/722/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ne/lincoln/722/"
"Trader Joe's","719","Traderjoes","10305 Pacific St","Omaha","NE","68114","US","41.24829","-96.07397","402-391-3698","https://locations.traderjoes.com/ne/omaha/719/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ne/omaha/719/"
"Trader Joe's","562","Traderjoes","2 Market Street","Bedford","NH","03110","US","42.95373","-71.47722","603-222-3074","https://locations.traderjoes.com/nh/bedford/562/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/nh/bedford/562/"
"Trader Joe's","507","Traderjoes","262 Daniel Webster HWY","Nashua","NH","03060","US","42.70801","-71.43842","603-888-5460","https://locations.traderjoes.com/nh/nashua/507/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/nh/nashua/507/"
"Trader Joe's","520","Traderjoes","45 Gosling Rd","Portsmouth","NH","03801","US","43.09451","-70.79955","603-431-2654","https://locations.traderjoes.com/nh/portsmouth/520/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/nh/portsmouth/520/"
"Trader Joe's","615","Traderjoes","110 Brick Plaza","Brick","NJ","08723","US","40.05724","-74.14088","732-477-4781","https://locations.traderjoes.com/nj/brick/615/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/nj/brick/615/"
